"license.number","dba.name","aka.name","facility.address","facility.city","facility.zip","risk.category","status","license.code","latitude","longitude","lat","lng"
"1818974","CENTER ON HALSTED","CENTER ON HALSTED","3656 N HALSTED ST","CHICAGO",60613,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9489661967143,-87.6496833304341,NA,NA
"1818991","CEVICHERIA & RESTAURANT RIO BALSAS","CEVICHERIA & RESTAURANT RIO BALSAS","4530 W AUGUSTA BLVD","CHICAGO",60651,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.899049,-87.74043
"1819005","LATIN RHYTHIMS ACADEMY OF DANCE & PERFORMANCE","LATIN RHYTHIMS ACADEMY OF DANCE & PERFORMANCE","210 N RACINE AVE","CHICAGO",60607,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8858896169132,-87.6569617394211,NA,NA
"1819064","SUBWAY","SUBWAY","3776 N CLARK ST","CHICAGO",60613,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",NA,NA,41.9508898,-87.6597203
"1819196","NORTH SHORE BAKERY","NORTH SHORE BAKERY","2919-2921 W TOUHY AVE","CHICAGO",60645,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",42.0118876875475,-87.7029526138244,NA,NA
"1819230","MORGAN DOLLAR","MORGAN DOLLAR","5159 S MORGAN ST","CHICAGO",60609,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.799838,-87.649806
"18193","KENNEDY'S SON INC","KENNEDY'S SON INC","3563 W FIFTH AVE","CHICAGO",60624,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.8757030940875,-87.715216689435,NA,NA
"1819532","CREPE BISTRO","CREPE BISTRO","186 N WELLS ST","CHICAGO",60606,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8854538844534,-87.6340690008616,NA,-87.6773956
"1819546","THE REGAL THEATER","THE REGAL THEATER","1645 E 79TH ST","CHICAGO",60649,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.751237,-87.583931
"1819812","KRISTIN'S GROCERY","KRISTIN'S GROCERY","1901 W 21ST ST","CHICAGO",60608,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.85378,-87.673594
"1819868","SOMER FOOD MARKET, INC.","SOMER FOOD MARKET, INC.","2812-1/2 W DEVON AVE","CHICAGO",60659,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.9975646,-87.7002696
"1819883","CARNICERIA SOL DE GUERRERO, INC.","CARNICERIA SOL DE GUERRERO, INC.","5700 W DIVERSEY AVE","CHICAGO",60639,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9313528706568,-87.768740112349,NA,NA
"1819996","THE ABERDEEN TAP","THE ABERDEEN TAP","440 N ABERDEEN ST","CHICAGO",60622,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8900682085015,-87.6547470485182,NA,NA
"1820055","BIG 4'S CHOP SUEY CORPORATION","BIG 4'S CHOP SUEY CORPORATION","5411 S HARLEM AVE","CHICAGO",60638,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7935599699521,-87.8014310571028,NA,NA
"1820101","BINNY'S","BINNY'S","1132 S JEFFERSON ST","CHICAGO",60607,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8679512294147,-87.6423616322883,NA,NA
"1820125","UNCOMMON GROUND","UNCOMMON GROUND","1401-1405 W DEVON AVE","CHICAGO",60660,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9980247434684,-87.6655634576273,NA,-87.6773956
"1820131","MOMMA VI'S VARIETY","MOMMA VI'S VARIETY","7267 S EXCHANGE AVE","CHICAGO",60649,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.7633959,-87.5639011
"1820202","SOUTH SHORE MINI PANTRY,INC.","SOUTH SHORE MINI PANTRY,INC.","7447 S SHORE DR","CHICAGO",60649,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.761618,-87.5570311
"1820222","TAQUERIA LOS PORTALES, INC.","LOS PORTALES MEXICAN RESTAURANT","1418 W MORSE AVE","CHICAGO",60626,"Risk 1 (High)","Active","1006-FOOD RETAIL",42.0080027440042,-87.6667191595468,NA,NA
"1820302","ALLIANCE BAKERY","ALLIANCE BAKERY","1736 W DIVISION ST","CHICAGO",60622,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9033899186427,-87.671521816288,NA,NA
"1820307","SHOE'S PUB","SHOE'S PUB","1134 W ARMITAGE AVE","CHICAGO",60614,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.9181648087329,-87.6568628321384,NA,NA
"1820310","MIKE'S PANTRY","MIKE'S PANTRY","4442 N MILWAUKEE AVE","CHICAGO",60630,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.9616807069417,-87.7555629623627,NA,NA
"1820351","NOODLES & COMPANY","NOODLES & COMPANY","2813 N BROADWAY","CHICAGO",60657,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9331809566594,-87.6446494148963,NA,NA
"1820361","ARCHER-NAGLE CITGO","CITGO","6434 W ARCHER AVE","CHICAGO",60638,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.7924257785739,-87.7831760902639,NA,-87.6773956
"1820361","ARCHER-NAGLE CITGO","ARCHER-NAGLE CITGO","6434 W ARCHER AVE","CHICAGO",60638,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.7924257785739,-87.7831760902639,NA,NA
"1820382","DOMINICK'S FINER FOODS - STORE # 2775","DOMINICK'S FINER FOODS - STORE # 2775","2021 W CHICAGO AVE","CHICAGO",60622,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.895785229598,-87.6779308925923,NA,NA
"1820387","LUCKY MART","LUCKY MART","2900 W 87TH ST","CHICAGO",60652,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.7354282095845,-87.6947814949046,NA,NA
"1820435","CAFE BOLERO","CAFE BOLERO","2252 N WESTERN AVE","CHICAGO",60647,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9231998926604,-87.6877385083642,NA,NA
"1820515","BABA MOE'S SUB & GRILL","BABA MOE'S SUB & GRILL","212 S PULASKI RD","CHICAGO",60624,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8778561,-87.7255771
"1820524","NEW JB-ONE","NEW JB-ONE","6359 S COTTAGE GROVE AVE","CHICAGO",60637,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.7786868341565,-87.6057456000699,NA,NA
"1820549","NOON HOUR GRILL","NOON HOUR GRILL","6930 N GLENWOOD AVE","CHICAGO",60626,"Risk 1 (High)","Active","1006-FOOD RETAIL",42.0076587584795,-87.6663171991003,NA,NA
"1820570","JACKSON PARK SUPPORTIVE LIVING FACILITY, LLC.","JACKSON PARK SUPPORTIVE LIVING FACILITY, LLC.","1440-1448 E 75TH ST","CHICAGO",60619,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7588482179236,-87.5891894731905,NA,-87.6773956
"1820587","DONNIES BBQ/ SOUL FOOD","DONNIES BBQ/ SOUL FOOD","3820 W CHICAGO AVE","CHICAGO",60651,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8956967,-87.722073
"1820597","THE OGDEN","THE OGDEN","1659 W OGDEN AVE","CHICAGO",60612,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.879430511003,-87.668312382326,NA,NA
"1820618","BELMONT SHELL","BELMONT SHELL","6400 W BELMONT AVE","CHICAGO",60634,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.9384264625431,-87.7860893977599,NA,NA
"1820650","HOLIDAY INN EXPRESS MAG MILE CASS","HOLIDAY INN EXPRESS MAG MILE CASS","640 N WABASH AVE","CHICAGO",60611,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8936913070082,-87.6269202402108,NA,NA
"1820656","SULLY'S HOUSE","SULLY'S HOUSE","1501 N DAYTON ST","CHICAGO",60622,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9086197273226,-87.6492945709432,NA,NA
"1820669","SOUTH PARK MINI MART","SOUTH PARK MINI MART","425 E 61ST ST","CHICAGO",60637,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.78373,-87.614842
"1820780","GUERRERO GROCERY","GUERRERO GROCERY","2100 S CALIFORNIA AVE","CHICAGO",60608,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.853632,-87.695857
"1820794","PAPIS GROCERY","PAPIS GROCERY","2700 W 24TH PL","CHICAGO",60608,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.847653,-87.693027
"1820861","POT PAN RESTAURANT","POT PAN RESTAURANT","1362 N MILWAUKEE AVE","CHICAGO",60622,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9064671817595,-87.6715736915382,NA,NA
"1820877","TRUE DISCOUNT CIGARETTE & FOOD MART","TRUE DISCOUNT CIGARETTE & FOOD MART","5956 W ADDISON ST","CHICAGO",60634,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.9458837324423,-87.7763080381961,NA,NA
"1820895","PANERA BREAD # 1190","PANERA BREAD","250 S WACKER DR","CHICAGO",60606,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8781381811557,-87.6370649952022,NA,NA
"1820900","AI JAPANESE RESTAURANT","AI JAPANESE RESTAURANT","358 W ONTARIO ST","CHICAGO",60654,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8932464758799,-87.6378702999609,NA,NA
"1820903","PASTORAL","PASTORAL","53 E LAKE ST","CHICAGO",60601,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8856189846529,-87.6261614623368,NA,NA
"1820926","DUNKIN DONUTS","DUNKIN DONUTS","500 W MADISON ST","CHICAGO",60661,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8819943382051,-87.6397586848809,NA,NA
"1820929","A FAST FOOD","A FAST FOOD","1022 N PULASKI RD","CHICAGO",60651,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.899726,-87.726541
"1820972","BABAS FAMOUS STEAK & LEMONADE","BABAS FAMOUS STEAK & LEMONADE","9529 S JEFFERY AVE","CHICAGO",60617,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.7215581971992,-87.5751878776815,NA,-87.6773956
"1821067","LAMADIA - ART OF PIZZA, LOVE OF WINE","LAMADIA - ART OF PIZZA, LOVE OF WINE","59 W GRAND AVE","CHICAGO",60610,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8915275741424,-87.630341880365,NA,NA
"1821163","BOB-O'S HOT DOGS","BOB-O'S HOT DOGS","8258 W IRVING PARK RD","CHICAGO",60634,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9522126854354,-87.8341951752233,NA,NA
"1821175","SOMEWHERE IN TIME LOUNGE","SOMEWHERE IN TIME LOUNGE","10714 S TORRENCE AVE","CHICAGO",60617,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.7004891353626,-87.5597142553443,NA,NA
"1821185","NORTHWEST BP GAS","NORTHWEST BP GAS","6405 N NORTHWEST HWY","CHICAGO",60631,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.9971820410582,-87.8069080343869,NA,NA
"1821207","7-ELEVEN","7-ELEVEN","5893 S ARCHER AVE","CHICAGO",60638,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.7955722492109,-87.7625162943223,NA,NA
"1821250","ICE CHATHAM THEATERS","ICE CHATHAM THEATERS","208-210 W 87TH ST","CHICAGO",60620,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.7362261215593,-87.6292603118966,NA,NA
"1821281","DUNKIN DONUTS BASKIN ROBBINS","DUNKIN DONUTS BASKIN ROBBINS","5050 W GRAND AVE","CHICAGO",60639,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9166439427955,-87.7525786088618,NA,NA
"1821308","PATTYCAKE CONVENIENCE FOOD MART","PATTYCAKE CONVENIENCE FOOD MART","1720 E 75TH ST","CHICAGO",60649,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.7588014,-87.5826931
"1821323","ALDI'S # 26","ALDI'S # 26","10532 S INDIANAPOLIS AVE","CHICAGO",60617,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.7036623608936,-87.5257124267598,NA,NA
"1821381","CAFE ORCHID","CAFE ORCHID","1746 W ADDISON ST","CHICAGO",60613,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.947042285717,-87.6732330040567,NA,NA
"1821583","MUNCHIES","MUNCHIES","111 S WACKER DR","CHICAGO",60606,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.880469,-87.636437
"1821586","MUNCHIES","MUNCHIES","1 N WACKER DR","CHICAGO",60606,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8820776,-87.6364551
"1821608","HOYNE FOOD MART, INC.","HOYNE FOOD MART, INC.","2100 W WASHINGTON BLVD","CHICAGO",60612,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.883302,-87.679286
"1821618","71ST & PARNELL MARKET, INC.","71ST & PARNELL MARKET, INC.","524 W 71ST ST","CHICAGO",60621,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.7654104501854,-87.6381969055515,NA,NA
"1821637","CARNICERIA LEON GUANAJUATO, INC.","CARNICERIA LEON GUANAJUATO, INC.","4301-4305 W ARMITAGE AVE","CHICAGO",60639,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9169598551884,-87.7339453364064,NA,NA
"1821658","LOGAN'S BAR AND GRILL","LOGAN'S BAR AND GRILL","2230-2232 N CALIFORNIA AVE","CHICAGO",60647,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9226319117051,-87.6974999727688,NA,-87.6773956
"1821688","NAZARLIK CORPORATION","NAZARLIK CORPORATION","1650 W BELMONT AVE","CHICAGO",60657,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.939937,-87.670666
"1821706","The Publican","845 W FULTON","837 W FULTON MARKET","CHICAGO",60607,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8866698465843,-87.6489050080855,NA,NA
"1821756","Ukrainian Cultural Center","Ukrainian Cultural Center","2247 W CHICAGO AVE","CHICAGO",60622,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8956853735122,-87.6838152558363,NA,NA
"1821836","MARKOVIC ENTERTAINMENT PRODUCTION, INC.","SERBIAN VILLAGE BAR & GRILL","3142-3144 W IRVING PARK RD","CHICAGO",60618,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9540343036016,-87.7073275814421,NA,NA
"1821870","CERMAK FOOD MART","CERMAK FOOD MART","4156 W CERMAK RD","CHICAGO",60623,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8515898825789,-87.7294540133583,NA,NA
"1821885","LOYOLA FOOD MART, INC.","LOYOLA FOOD MART, INC.","1200 W LOYOLA AVE","CHICAGO",60626,"Risk 3 (Low)","Active","1006-FOOD RETAIL",42.0007201240738,-87.6606560322187,NA,NA
"1821893","CAPTAIN HOOKS FISH & CHICKEN","CAPTAIN HOOKS FISH & CHICKEN","3948-50 W CERMAK RD","CHICAGO",60623,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.851648,-87.7230762
"18219","THE CLARK STREET DOG","THE CLARK STREET DOG","3040 N CLARK ST","CHICAGO",60657,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9374173185489,-87.6487956064543,NA,-87.6773956
"1821920","AFC SUSHI@DOMINICK'S #1113","AFC SUSHI@DOMINICK'S #1113","6312 N NAGLE AVE","CHICAGO",60646,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9959852860622,-87.7876371170709,NA,NA
"1821940","HOOKS FINER FOODS, INC.",NA,"2501 E 106TH ST","CHICAGO",60617,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.7026567390709,-87.5631671747605,NA,NA
"1822052","AZTECA SNACKS & CANDY","AZTECA SNACKS & CANDY","2814-1/2 W 59TH ST","CHICAGO",60629,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.7864062,-87.6941267
"1822120","NATIONAL FOOD MART","NATIONAL FOOD MART","1800 S PULASKI RD","CHICAGO",60623,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.856907,-87.725237
"1822140","SUBWAY","SUBWAY","150 N MICHIGAN AVE","CHICAGO",60601,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8845309637834,-87.6246020446008,NA,NA
"1822221","QDOBA MEXICAN GRILL","QDOBA MEXICAN GRILL","58 E RANDOLPH ST","CHICAGO",60601,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8846076256365,-87.6257674654685,NA,NA
"1822235","RISTORANTE PIZZERIA VIA ITALIA, INC.","RISTORANTE PIZZERIA VIA ITALIA, INC.","2627 N HARLEM AVE","CHICAGO",60707,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.928008,-87.8060239
"1822283","CAFFE BACI","CAFFE BACI","10 S RIVERSIDE PLZ","CHICAGO",60606,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8816642893829,-87.6388874440895,NA,-87.6773956
"1822326","LEE FOOD RETAIL","LEE FOOD RETAIL","1315 E 79TH ST","CHICAGO",60619,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.751185,-87.592161
"1822332","UNION STREET FOODS","UNION STREET FOODS","12658 S UNION AVE","CHICAGO",60628,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.6634,-87.639358
"1822356","7-ELEVEN 33609","7-ELEVEN 33609","2020 N CALIFORNIA AVE","CHICAGO",60647,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9181071242197,-87.697365295386,NA,NA
"1822388","NANDO'S TACOS, PIZZA & STEAK","NANDO'S TACOS, PIZZA & STEAK","1313 E 87TH ST","CHICAGO",60619,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.736553,-87.59233
"1822391","CRUNCH FITNESS","CRUNCH FITNESS","939 W NORTH AVE","CHICAGO",60642,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",NA,NA,41.910547,-87.652422
"1822416","DUNKIN DONUTS","DUNKIN DONUTS","2565 W FULLERTON AVE","CHICAGO",60647,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9247457546374,-87.6923909838852,NA,NA
"1822419","RIO BALSAS FOOD MART","RIO BALSAS FOOD MART","1934 W CHICAGO AVE","CHICAGO",60622,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.8960392099465,-87.6759804460472,NA,NA
"1822433","JALARAM NEWSSTAND INC.","JALARAM NEWSSTAND INC.","203 N LA SALLE ST","CHICAGO",60601,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.885822047853,-87.6323037350857,NA,-87.6773956
"1822467","SARAH'S PASTRIES & CANDIES, INC.","SARAH'S PASTRIES & CANDIES, INC.","70 E OAK ST","CHICAGO",60611,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9008986216508,-87.6257985377992,NA,NA
"1822476","TJ'S WINGS FISH - SUBS","TJ'S WINGS FISH - SUBS","7318 S VINCENNES AVE","CHICAGO",60621,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.7611557,-87.6302072
"1822499","VILLA PALERMO INC","VILLA PALERMO","6409 N LEAVITT ST","CHICAGO",60645,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9981313968715,-87.6848744067637,NA,NA
"1822500","SUBWAY","SUBWAY","211 W HURON ST","CHICAGO",60654,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8946747409254,-87.634649330713,NA,NA
"1822507","SHARKS FISH & CHICKEN","SHARKS FISH & CHICKEN","7122 S VINCENNES AVE","CHICAGO",60621,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.7647358626799,-87.6284166430889,NA,NA
"1822569","DOLLAR DAZE","DOLLAR DAZE","23 W JACKSON BLVD","CHICAGO",60604,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.8780660706127,-87.6285468085686,NA,NA
"1822591","FAMILY DOLLAR","FAMILY DOLLAR","500 E 79TH ST","CHICAGO",60619,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.7511614,-87.6124865
"1822626","LILWALLY WIRELESS","LILWALLY WIRELESS","3559 W ROOSEVELT RD","CHICAGO",60624,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.8661814056065,-87.7152966633214,NA,-87.6773956
"1822644","PLAZA MIMI MART","PLAZA MIMI MART","5022 W LAWRENCE AVE","CHICAGO",60630,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.968217,-87.753603
"1822710","TUK OF CHICAGO","TUK OF CHICAGO","500 W MADISON ST","CHICAGO",60661,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8819943382051,-87.6397586848809,NA,NA
"1822716","POLLO CAMPERO","POLLO CAMPERO","4830 N PULASKI RD","CHICAGO",60630,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9691160313872,-87.728201279593,NA,NA
"1822728","M & A FOOD MARKET, INC.","M & A FOOD MARKET, INC.","957 N DRAKE AVE","CHICAGO",60651,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8989726839301,-87.7150618801606,NA,NA
"1822733","LA BROCHETTE RESTAURANT","LA BROCHETTE RESTAURANT","1401 N ASHLAND AVE","CHICAGO",60622,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.9071549,-87.6671807
"1822782","POTASH GOURMET 44","POTASH GOURMET 44","175 E DELAWARE PL","CHICAGO",60611,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8991173969114,-87.6229556659062,NA,NA
"1822834","BULL & BEAR","BULL & BEAR","431 N WELLS ST","CHICAGO",60654,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8900246821203,-87.6338824033088,NA,NA
"1822894","BLUE SOUL RESTAURANT","BLUE SOUL RESTAURANT","11142 S HALSTED ST","CHICAGO",60628,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.6910768299328,-87.6424904576201,NA,-87.6773956
"1822904","POPPIN NUTS","POPPIN NUTS","1639 E 55TH ST","CHICAGO",60615,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.7951054260509,-87.5850459490581,NA,NA
"1823021","CAFE AT SPERTUS INSTITUTE","CAFE AT SPERTUS INSTITUTE","610 S MICHIGAN AVE","CHICAGO",60605,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8741738481537,-87.6243735741744,NA,NA
"1823082","CALIFORNIA FOODMART","CALIFORNIA FOODMART","2209 N CALIFORNIA AVE","CHICAGO",60647,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.921962,-87.697059
"1823092","BILL'S PLACE RESTUARANT","BILL'S PLACE RESTUARANT","4359 W DIVISION ST","CHICAGO",60651,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9024059186521,-87.7360180162137,NA,NA
"18231","RODRIGUEZ FRUITS & VEGETABLE","RODRIGUEZ FRUITS & VEGETABLE","2458 S ST LOUIS AVE","CHICAGO",60623,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8463298609331,-87.7125513997306,NA,NA
"1823188","THE TAYLOR STREET TROLLEY COMPANY","THE TAYLOR STREET TROLLEY COMPANY","600 E GRAND AVE","CHICAGO",60611,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",NA,NA,41.8917584,-87.6024371
"1823207","LOVELY","LOVELY","1130 N MILWAUKEE AVE","CHICAGO",60622,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.902193107896,-87.6648939040296,NA,NA
"1823223","AMC THEATRES 600 NORTH MICHIGAN 9","AMC THEATRES 600 NORTH MICHIGAN 9","600 N MICHIGAN AVE","CHICAGO",60611,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8925932255383,-87.6243340479495,NA,-87.6773956
"1823249","LA ACAMBARENSE BAKERY","LA ACAMBARENSE BAKERY","3815 S KEDZIE AVE","CHICAGO",60632,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8238864000587,-87.7042872534681,NA,NA
"1823266","PROVENANCE FOOD & WINE","PROVENANCE FOOD & WINE","2312 W LELAND AVE","CHICAGO",60625,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.9667913,-87.6879176
"1823321","EXTRA VALUE FOOD & LIQUOR","EXTRA VALUE FOOD & LIQUOR","6257 S ASHLAND AVE","CHICAGO",60636,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.7796146657817,-87.664077489259,NA,NA
"1823362","MAMAS PLACE","MAMAS PLACE","657 1/2 E 75TH ST","CHICAGO",60619,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.758302,-87.608063
"1823377","TAQUERIA LA HACIENDA, INC.","TAQUERIA LA HACIENDA, INC.","3452 W 59TH ST","CHICAGO",60629,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7862467799335,-87.7104310729898,NA,NA
"18234","JOE'S BARBQUE, INC","JOE'S BARBQUE, INC","4900 W MADISON ST","CHICAGO",60644,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8805711459643,-87.7479572489268,NA,NA
"1823466","DUNKIN DONUTS / BASKIN ROBBINS","DUNKIN DONUTS / BASKIN ROBBINS","4851 W BELMONT AVE","CHICAGO",60641,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9386911763493,-87.7489077998083,NA,NA
"1823522","LET THEM EAT CAKE 2","LET THEM EAT CAKE 2","5700 S CICERO","CHICAGO",60638,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.7893293232654,-87.7416456441964,NA,-87.6773956
"1823527","LA ROQUETA RESTAURANT","LA ROQUETA RESTAURANT","4023-4025 W 31ST ST","CHICAGO",60623,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8367610543861,-87.7252703547318,NA,NA
"1823538","PANADERIA DON JUAN # 2",NA,"3950-52 W 63RD ST","CHICAGO",60629,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",NA,NA,41.7786792,-87.721981
"1823586","DEMERA ETHIOPIAN RESTAURANT","DEMERA ETHIOPIAN RESTAURANT","4801 N BROADWAY","CHICAGO",60640,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.969088854725,-87.6595253805067,NA,NA
"18236","SUBWAY","SUBWAY","6555 N CLARK ST","CHICAGO",60626,"Risk 1 (High)","Active","1006-FOOD RETAIL",42.0015569067564,-87.6716523181878,NA,NA
"1823615","SHAMBLES BAR","JUN BAR","2050 W DIVISION ST","CHICAGO",60622,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9032636208865,-87.6792782695234,NA,NA
"1823622","TINY","TINY LOUNGE","4352 N LEAVITT ST","CHICAGO",60618,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9611214204086,-87.6839686249299,NA,NA
"1823654","DUNKIN DONUTS","DUNKIN DONUTS","4758 W LAKE ST","CHICAGO",60644,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.886718429607,-87.7453516234527,NA,NA
"1823680","THE FOUR SEASONS HOTEL CHICAGO","THE FOUR SEASONS HOTEL CHICAGO","120 E DELAWARE PL","CHICAGO",60611,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.899304096445,-87.6252364914797,NA,-87.6773956
"1823686","BEST BUY FOOD MART","BEST BUY FOOD MART","3934 N SHERIDAN RD","CHICAGO",60613,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.9540857,-87.6545496
